deparment,code,discription,rate
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG501   ,Loop Colostomy                                     ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG502   ,End colostomy + Mucous fistula                     ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG503   ,Colostomy closure                                   4000      ,        
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG504   ,Ileocaecal resection                               ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG505   ,Hemicolectomy                                      ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG506   ,Total colectomy                                    ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG507   ,Total proctocolectomy + ileostomy                 ,10000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG508   ,Tot.proctocolectomy+Ileoanal anastomosis/ilea     ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG509   ,Anterior resection                                 ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG510   ,Abdominoperineal resection                         ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG511   ,Abdominoperineal Pullthrough                       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG512   ,Rectopexy (mesh charges extra)                     ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG513   ,Haemorrhoidectomy   ,                               3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG514   ,Lateral sphincterotomy/Lord's dilatation           ,1000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG515   ,Perianal abscess I& D under GA                     ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG516   ,Excision of low perianal fistula,                   3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG517   ,Excision of high perianal fistula                  ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG518   ,Excision of multiple fistulae                      ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG519   ,Anoplasty                                    ,      2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG520   ,Postanal repair                                    ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG521   ,Gracilis transposition                             ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG522   ,Thiersch wiring (Thiersch wire cost extra)          2000  ,            
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG523   ,Excision of pilonidal sinuses                      ,2500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG600   ,Cholecystectomy                                    ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG601   ,Cholecystectomy+CBD exploration                    ,6000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG602   ,Cholecystectomy+Choledochoduodenostomy             ,6500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG603   ,Choledochoduodenostomy                             ,5000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG604   ,Cholecystojejunostomy                              ,5000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG605   ,Tripple by pass                                    ,6000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG606   ,Segment III drainage                               ,7000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG607   ,Exc.of CBD stricture+Hepaticodochojejunostomy     ,10000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG608   ,Radical cholecystectomy                            ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG609   ,Radical surgery for Cholangio Ca                  ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG610   ,Excision of choledochal cyst+repair                ,7000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG611   ,Hepatic Lobectomy (left )    ,                      7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG612   ,Hepatic Lobectomy (right)                         ,10000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG613   ,Trisegementectomy                                 ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG614   ,Excision of Hydatid cyst (single uninfected)       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG615   ,Exc.of Disseminated hydatid cysts of liver&ot      ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG616   ,Splenectomy                                        ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG617   ,Splenorrhaphy                                      ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG618   ,Gastric devascularization (Tanner's)               ,6000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG619   ,Suiguira's procedure                               ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG620   ,Portocaval shunt (H graft) Graft extra              7500            ,  
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG621   ,Portocaval shunt (end to side)                     ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG622   ,Splenorenal shunt                                  ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG700   ,Whipple's pancreaticoduodenectomy                 ,10000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG701   ,Distal pancreatectomy                              ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG702   ,Pancreatic necrosectomy                            ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG703   ,Drainage of pancreatic abscess                     ,5000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG704   ,Lateral pancreaticojejunostomy                     ,7000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG705   ,L.P.J + choledochojejunostomy                      ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG706   ,Cystogastrostomy/cystoduodenostomy                 ,5000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG707   ,Cystojejunostomy(Roux E N Y)                       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG800   ,Staging laparotomy                                 ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG801   ,Laparotomy                                         ,3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG802   ,Laparotomy+biopsy                      ,            4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG803   ,Excision of Mesenteric cyst /tumour                ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG804   ,Excision of well defined retroperitoneal tumo      ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG805   ,Excision of diffuse/huge retroperitoneal tumo     ,10000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG806   ,Drainage of appendicular abscess                   ,3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG807   ,Drainage of subdiaphragmatic abscess               ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG808   ,Drainage of intra abdominal abscess                 5500         ,     
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG809   ,Retroperitoneal Lymph node dissection              ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG900   ,Inguinal hernia repair                             ,5000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG901   ,Inguinal hernia-hernioplasty                       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG902 ,  Femoral hernia repair                              ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SG903   ,Incisional hernia repair(without mesh)             ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE100  ,CONSULTATION CHARGES                                ,120              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE100  ,CONSULTATION CHARGES                                ,120              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE101  ,MINOR DRESSING                                       ,30              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE102  ,MAJOR DRESSING                                       ,20              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE102  ,MAJOR DRESSING         ,                              45              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE103  ,MINOR SURGERY TYPE I                                 ,30              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE103  ,MINOR SURGERY TYPE I                                 ,85              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE104  ,EXCISION OF NAIL                  ,                   55              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE104  ,EXCISION OF NAIL                                    ,330              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE105  ,EXCISION OF CORN                                    ,110              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE105  ,EXCISION OF CORN                               ,     330              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE106  ,SUTURING OF CLEAN WOUND                             ,165              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE106  ,SUTURING OF CLEAN WOUND                             ,250              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE107  ,WOUND DEBRIDEMENT/SUTURING                           220    ,          
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE107  ,WOUND DEBRIDEMENT/SUTURING                          ,825              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE108  ,TOE AMPUTATION                                      ,220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE108  ,TOE AMPUTATION                                     ,1155              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE109  ,TRANSHIATAL OESOPHAGECTOMY                          ,440              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE109  ,TRANSHIATAL OESOPHAGECTOMY                         ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE110  ,TRANSHIATAL OESOPHAGECTOMY + GASTRIC PULLUP         ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE110  ,TRANSHIATAL OESOPHAGECTOMY + GASTRIC PULLUP        ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE111  ,TRANSHIATAL OESOPHAGECTOMY + COLON TRANSPOSIT       ,220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE111  ,TRANSHIATAL OESOPHAGECTOMY + COLON TRANSPOSIT      ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE112  ,ESOPHAGOGASTRECTOMY+GASTRIC PULLUP/JEJUNAL PU       ,440              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE112  ,ESOPHAGOGASTRECTOMY+GASTRIC PULLUP/JEJUNAL PU      ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE113  ,ESOPHAGOGASTRECTOMY+COLON TRANSPOSITION            ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE113  ,ESOPHAGOGASTRECTOMY+COLON TRANSPOSITION           ,11800              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE114  ,COLON BYPASS                                        ,220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE114  ,COLON BYPASS                                       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE115  ,ESOPHAGECTOMY + COLON BYPASS                ,        440              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE115  ,ESOPHAGECTOMY + COLON BYPASS                       ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE116  ,ESOPHAGECTOMY                                       ,220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE116  ,ESOPHAGECTOMY                                        660 ,             
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE117  ,GASTROSTOMY                                         ,220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE117  ,GASTROSTOMY                                         ,825              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE118  ,GASTROPEXY                                          ,165              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE118  ,GASTROPEXY                                         ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE119  ,NISSEN'S FUNDOPLICATION                             ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE119  ,NISSEN'S FUNDOPLICATION                            ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE120  ,GASTROJEJUNOSTOMY                                   ,770              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE120  ,GASTROJEJUNOSTOMY                                  ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE121  ,T.V. + G.J./PYLOROPLASTY                           ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE121  ,T.V. + G.J./PYLOROPLASTY                           ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE122  ,H.S.V.                                             ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE122  ,H.S.V.                                             ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE123  ,CHRONIC D.U. PERFORATION CLOSURE                   ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE123  ,CHRONIC D.U. PERFORATION CLOSURE                   ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE124  ,D.U.BLEED-UNDERRUNNING OF BLEEDER                  ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE124  ,D.U.BLEED-UNDERRUNNING OF BLEEDER        ,          4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE125  ,D.U.BLEED-UNDERRUNNING OF BLEEDER+DEFINITIVE       ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE125  ,D.U.BLEED-UNDERRUNNING OF BLEEDER+DEFINITIVE       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE126  ,PARTIAL GASTRECTOMY                                ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE126  ,PARTIAL GASTRECTOMY                                ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE127  ,PALLIATIVE GASTRECTOMY                             ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE127  ,PALLIATIVE GASTRECTOMY                              5500           ,   
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE128  ,DISTAL RADICAL GASTRECTOMY                         ,6600              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE128  ,DISTAL RADICAL GASTRECTOMY                         ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE129  ,TOTAL RADICAL  GASTRECTOMY                         ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE129  ,TOTAL RADICAL  GASTRECTOMY                         ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE130  ,FEEDING JEJUNOSTOMY                                ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE130  ,FEEDING JEJUNOSTOMY                                 ,825              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE131  ,LAPAROTOMY  ,                                        440              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE131  ,LAPAROTOMY                                         ,3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE132  ,LOOP ILEOSTOMY                                     ,7700              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE132  ,LOOP ILEOSTOMY          ,                           4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE133  ,ILEAL PERFORATION CLOSURE                          ,8800              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE133  ,ILEAL PERFORATION CLOSURE                          ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE134  ,RELEASE OF ADHESIONS/BANDS           ,               550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE134  ,RELEASE OF ADHESIONS/BANDS                         ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE135  ,EXCISION OF DIVERTICULUM                           ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE135  ,EXCISION OF DIVERTICULUM                          , 4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE136  ,STRICTUROPLASTY                                    ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE136  ,STRICTUROPLASTY                                    ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE137  ,RESECTION ANASTOMOSIS                               2200       ,       
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE137  ,RESECTION ANASTOMOSIS                              ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE138  ,MASSIVE RESECTION & MULTIPLE ANASTOMOSIS           ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE138  ,MASSIVE RESECTION & MULTIPLE ANASTOMOSIS           ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE139  ,EXCISION OF MESENTERIC CYST/TUMOR                  ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE139  ,EXCISION OF MESENTERIC CYST/TUMOR                  ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE140  ,LAPAROTOMY + BIOPSY                                ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE140  ,LAPAROTOMY + BIOPSY                                ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE141  ,RADICAL RESECTION OF MALIGNANT ILEAL TUMOUR        ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE141  ,RADICAL RESECTION OF MALIGNANT ILEAL TUMOUR        ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE143  ,DRAINAGE OF APPENDICULAR ABSCESS                   ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE143  ,DRAINAGE OF APPENDICULAR ABSCESS                   ,3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE144  ,DRAINAGE OF DIAPHRAGMATIC ABSCESS                  ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE144  ,DRAINAGE OF DIAPHRAGMATIC ABSCESS ,                 4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE145  ,DRAINAGE OF INTRA ABDOMINAL ABSCESS                ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE145  ,DRAINAGE OF INTRA ABDOMINAL ABSCESS                ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE146  ,CAECOSTOMY                                     ,    5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE146  ,CAECOSTOMY                                         ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE147  ,LOOP COLOSTOMY                                     ,6600              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE147  ,LOOP COLOSTOMY                                      4000    ,          
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE148  ,END COLOSTOMY + MUCUS FISTULA                       ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE148  ,END COLOSTOMY + MUCUS FISTULA                      ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE149  ,COLOSTOMY CLOSURE                                  ,1650              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE149  ,COLOSTOMY CLOSURE                                  ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE150  ,LIMITED COLON RESECTION                            ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE150  ,LIMITED COLON RESECTION                            ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE151  ,HEMICOLECTOMY                                      ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE151  ,HEMICOLECTOMY                                      ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE152  ,MASSIVE RESECTION OF COLON                         ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE152  ,MASSIVE RESECTION OF COLON                         ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE153  ,TOTAL COLECTOMY                                    ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE153  ,TOTAL COLECTOMY                                    ,2500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE154  ,TOTAL PROCTO COLECTOMY         ,                    2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE154  ,TOTAL PROCTO COLECTOMY                            ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE155  ,ANTERIOR RESECTION                                 ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE155  ,ANTERIOR RESECTION                          ,       5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE156  ,ABDOMINO PERINEAL RESECTION                        ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE156  ,ABDOMINO PERINEAL RESECTION                        ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE157  ,A.P.R. + PELVIC LYMPHADENECTOMY                     3300 ,             
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE157  ,A.P.R. + PELVIC LYMPHADENECTOMY                    ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE158  ,ABDOMINOPERINEAL PULLTHROUGH                       ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE158  ,ABDOMINOPERINEAL PULLTHROUGH                       ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE159  ,RECTOPEXY(MESH CHARGES SEPERATE)                   ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE159  ,RECTOPEXY(MESH CHARGES SEPERATE)                   ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE160  ,HAEMORRHOIDECTOMY                                  ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE160  ,HAEMORRHOIDECTOMY                                  ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE161  ,BANDING                                            ,1650              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE161  ,BANDING                                             ,330              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE162  ,SCLEROTHERAPY FOR HAEMORRHOIDS                     ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE162  ,SCLEROTHERAPY FOR HAEMORRHOIDS                      ,825              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE163  ,LATERAL SPHINCTROTOMY/LORD'S SKILATATION           ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE163  ,LATERAL SPHINCTROTOMY/LORD'S SKILATATION            ,825              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE164  ,PERI ANAL ABSCESS I & D                            ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE164  ,PERI ANAL ABSCESS I & D                            ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE165  ,EXCISION OF LOW PERI ANAL FISTULA      ,            2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE165  ,EXCISION OF LOW PERI ANAL FISTULA                  ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE166  ,EXCISION OF HIGH PERI ANAL FISTULA                 ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE166  ,EXCISION OF HIGH PERI ANAL FISTULA                 ,3000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE167  ,EXCISION OF MULTIPLE FISTULAE                      ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE167  ,EXCISION OF MULTIPLE FISTULAE                      ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE168  ,RENOPLASTY                                          2750         ,     
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE168  ,RENOPLASTY                                         ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE169  ,SPHINCTEROPLASTY                                   ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE169  ,SPHINCTEROPLASTY                                   ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE170,  CRACILIS TRANSPOSITION                             ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE170  ,CRACILIS TRANSPOSITION                             ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE171  ,THIERSCH WIRING (THIERSCH)                         ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE171  ,THIERSCH WIRING (THIERSCH)                         ,2000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE172  ,EXCISION OF PILONIDAL SINUS                        ,6600              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE172  ,EXCISION OF PILONIDAL SINUS                        ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE173  ,INGUINAL HERNIA - REPAIR                           ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE173  ,INGUINAL HERNIA - REPAIR                           ,4000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE174  ,INGUINAL HERNIA - HERNIOPLASTY                     ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE174  ,INGUINAL HERNIA - HERNIOPLASTY      ,               4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE175  ,FEMORAL HERNIA - REPAIR                            ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE175  ,FEMORAL HERNIA - REPAIR                            ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE179  ,RELEASE OF ADHESIONS + CHOLECYSTECTOMY           ,   220              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE179  ,RELEASE OF ADHESIONS + CHOLECYSTECTOMY             ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE180  ,CHOLECYSTECTOMY + OP.CHOLANGIOGRAM                  ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE180  ,CHOLECYSTECTOMY + OP.CHOLANGIOGRAM                  5500      ,        
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE181  ,CHOLECYSTECTOMY + CBD EXPLORATION                   ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE181  ,CHOLECYSTECTOMY + CBD EXPLORATION                  ,6000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE182  ,CHOLECYSTECTOMY + CBD DRAINAGE/SPHINCTEROPLAS      ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE182  ,CHOLECYSTECTOMY + CBD DRAINAGE/SPHINCTEROPLAS      ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE183  ,CHOLECYSTODUODENOTOMY                              ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE183  ,CHOLECYSTODUODENOTOMY                              ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE184  ,CHOLECYSTOJEJUNOSTOMY                              ,1650              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE184  ,CHOLECYSTOJEJUNOSTOMY                              ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE185  ,TRIPPLE BYPASS                                     ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE185  ,TRIPPLE BYPASS      ,                               5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE186  ,SEGMENT III DRAINAGE                               ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE186  ,SEGMENT III DRAINAGE                               ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE187  ,EXCISION OF CBD STRICTURE+HEPATICODOCHOJEJUNO      ,2200              
